cost_bps,annual_return,sharpe_zero_rf,max_drawdown
0.0,0.10554999780771124,2.246707460215657,-0.036297555673424964
5.0,0.1038628380161335,2.210827621217332,-0.03648526597995594
10.0,0.10217800096526686,2.174976147131295,-0.03667295826953021
20.0,0.09881528359489766,2.1033650544685853,-0.037048288797809414
50.0,0.08878257906955911,1.8893857978205248,-0.038173847975690345
